strain,date,region_original,country_original,division,Ns
hCoV-19/Belgium/UZA-UA-CV1008811215/2021,2021-08-20,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-CV1008847587/2021,2021-08-20,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-CV2125925556/2021,2021-08-20,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-CV2061959514/2021,2021-08-20,Europe,Belgium,Antwerpen,0
hCoV-19/Netherlands/ZH-RIVM-54358/2021,2021-08-20,Europe,Netherlands,South Holland,0
hCoV-19/Netherlands/NH-RIVM-54457/2021,2021-08-20,Europe,Netherlands,North Holland,0
hCoV-19/Netherlands/GL-RIVM-54653/2021,2021-08-20,Europe,Netherlands,Gelderland,0
hCoV-19/Netherlands/NB-RIVM-54708/2021,2021-08-20,Europe,Netherlands,North Brabant,0
hCoV-19/Netherlands/UT-RIVM-54714/2021,2021-08-20,Europe,Netherlands,Utrecht,0
hCoV-19/Netherlands/NB-RIVM-54855/2021,2021-08-20,Europe,Netherlands,North Brabant,0
hCoV-19/Belgium/MBLGPF420429/2021,2021-08-20,Europe,Belgium,Brussels,8
hCoV-19/Belgium/UZA-UA-8815418892/2021,2021-08-20,Europe,Belgium,Hasselt,0
hCoV-19/Belgium/UZA-UA-CV2312430082/2021,2021-08-20,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-CV2312594477/2021,2021-08-20,Europe,Belgium,Antwerpen,0
hCoV-19/Italy/PIE-15859243/2021,2021-08-20,Europe,Italy,Piedmont,456
hCoV-19/Switzerland/GE-HUG-35118473/2021,2021-08-20,Europe,Switzerland,Geneva,145
hCoV-19/Belgium/ULG-18550/2021,2021-08-20,Europe,Belgium,Brussels,0
hCoV-19/Belgium/ULG-18562/2021,2021-08-20,Europe,Belgium,Liège,0
hCoV-19/Belgium/ULG-18744/2021,2021-08-20,Europe,Belgium,Brussels,0
hCoV-19/Belgium/ULG-18743/2021,2021-08-20,Europe,Belgium,Brussels,0
hCoV-19/Belgium/UZA-UA-48429491/2021,2021-08-20,Europe,Belgium,Antwerpen,0
hCoV-19/USA/NJ-PHEL-V21011408/2021,2021-08-20,North America,USA,New Jersey,274
hCoV-19/Italy/APU-OORR_UniFg_F127/2021,2021-08-20,Europe,Italy,Apulia,0
hCoV-19/Germany/RP-RKI-I-217506/2021,2021-08-20,Europe,Germany,Rheinland-Pfalz,221
hCoV-19/Denmark/DCGC-159520/2021,2021-08-21,Europe,Denmark,Sjaelland,0
hCoV-19/Denmark/DCGC-159793/2021,2021-08-21,Europe,Denmark,Hovedstaden,0
hCoV-19/Denmark/DCGC-159884/2021,2021-08-21,Europe,Denmark,Hovedstaden,0
hCoV-19/Denmark/DCGC-159922/2021,2021-08-21,Europe,Denmark,Hovedstaden,0
hCoV-19/Denmark/DCGC-159952/2021,2021-08-21,Europe,Denmark,Hovedstaden,0
hCoV-19/Denmark/DCGC-159973/2021,2021-08-21,Europe,Denmark,Hovedstaden,0
hCoV-19/Denmark/DCGC-161013/2021,2021-08-21,Europe,Denmark,Hovedstaden,34
hCoV-19/England/MILK-1C418DF/2021,2021-08-21,Europe,United Kingdom,England,226
hCoV-19/Spain/MD-HGUGM-5790736/2021,2021-08-21,Europe,Spain,Madrid,526
hCoV-19/USA/MA-CDCBI-CRSP_Y55MWBYMW2SNLUX6/2021,2021-08-21,North America,USA,Massachusetts,616
hCoV-19/Denmark/DCGC-161798/2021,2021-08-21,Europe,Denmark,Hovedstaden,0
hCoV-19/Italy/LOM-663870_20210821075300/2021,2021-08-21,Europe,Italy,Lombardy,0
hCoV-19/Scotland/QEUH-1C4280B/2021,2021-08-21,Europe,United Kingdom,Scotland,274
hCoV-19/Germany/NW-RKI-I-209298/2021,2021-08-21,Europe,Germany,North Rhine Westphalia,239
hCoV-19/Germany/NW-RKI-I-209574/2021,2021-08-21,Europe,Germany,North Rhine Westphalia,99
hCoV-19/Germany/NW-RKI-I-210922/2021,2021-08-21,Europe,Germany,North Rhine Westphalia,0
hCoV-19/Belgium/UZA-UA-CV2312929129/2021,2021-08-21,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-CV2210737407/2021,2021-08-21,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-CV2210683146/2021,2021-08-21,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-CV2125964558/2021,2021-08-21,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-CV2060837849/2021,2021-08-21,Europe,Belgium,Turnhout,0
hCoV-19/Netherlands/UT-RIVM-54370/2021,2021-08-21,Europe,Netherlands,Utrecht,0
hCoV-19/Netherlands/ZH-RIVM-54380/2021,2021-08-21,Europe,Netherlands,South Holland,0
hCoV-19/Netherlands/NH-RIVM-54515/2021,2021-08-21,Europe,Netherlands,North Holland,0
hCoV-19/Belgium/MBLGPF669810/2021,2021-08-21,Europe,Belgium,Brussels,6
hCoV-19/Belgium/MBLGPF098448/2021,2021-08-21,Europe,Belgium,Brussels,8
hCoV-19/Belgium/MBLGPF837073/2021,2021-08-21,Europe,Belgium,Brussels,90
hCoV-19/Switzerland/GE-HUG-35122540/2021,2021-08-21,Europe,Switzerland,Geneva,0
hCoV-19/Belgium/ULG-18537/2021,2021-08-21,Europe,Belgium,Brussels,0
hCoV-19/Belgium/ULG-18563/2021,2021-08-21,Europe,Belgium,Liège,0
hCoV-19/Belgium/ULG-18736/2021,2021-08-21,Europe,Belgium,Vlaams-Brabant,0
hCoV-19/Belgium/ULG-18578/2021,2021-08-21,Europe,Belgium,,996
hCoV-19/Belgium/CHUNamur13563896/2021,2021-08-21,Europe,Belgium,Hainaut,866
hCoV-19/Belgium/CHUNamur13563590/2021,2021-08-21,Europe,Belgium,Brussels,866
hCoV-19/Belgium/UZA-UA-48429505/2021,2021-08-21,Europe,Belgium,Antwerpen,462
hCoV-19/Belgium/CHUNamur13564312/2021,2021-08-21,Europe,Belgium,,866
hCoV-19/Denmark/DCGC-160044/2021,2021-08-22,Europe,Denmark,Hovedstaden,0
hCoV-19/Denmark/DCGC-160473/2021,2021-08-22,Europe,Denmark,Hovedstaden,0
hCoV-19/Denmark/DCGC-160716/2021,2021-08-22,Europe,Denmark,Hovedstaden,0
hCoV-19/Denmark/DCGC-160905/2021,2021-08-22,Europe,Denmark,Hovedstaden,34
hCoV-19/Denmark/DCGC-161284/2021,2021-08-22,Europe,Denmark,Hovedstaden,0
hCoV-19/Italy/FVG-UD-374245/2021,2021-08-22,Europe,Italy,Friuli Venezia Giulia,127
hCoV-19/Denmark/DCGC-161965/2021,2021-08-22,Europe,Denmark,Hovedstaden,34
hCoV-19/Belgium/Jessa_55-2133-001280/2021,2021-08-22,Europe,Belgium,Limburg BE,140
hCoV-19/Belgium/54820210825009/2021,2021-08-22,Europe,Belgium,Brussels,4
hCoV-19/Netherlands/UT-RIVM-54392/2021,2021-08-22,Europe,Netherlands,Utrecht,0
hCoV-19/Belgium/UZA-UA-CV2213691560/2021,2021-08-22,Europe,Belgium,Antwerpen,824
hCoV-19/Belgium/UZA-UA-CV2125995476/2021,2021-08-22,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-CV2129371884/2021,2021-08-22,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-CV2129588621/2021,2021-08-22,Europe,Belgium,Antwerpen,43
hCoV-19/Belgium/UZA-UA-CV2212044479/2021,2021-08-22,Europe,Belgium,Antwerpen,0
hCoV-19/Netherlands/DR-UMCG-MMB_2727/2021,2021-08-22,Europe,Netherlands,Drenthe,0
hCoV-19/Belgium/ULG-18481/2021,2021-08-22,Europe,Belgium,Liège,0
hCoV-19/Belgium/ULG-18589/2021,2021-08-22,Europe,Belgium,Brussels,0
hCoV-19/Belgium/CHUNamur13565521/2021,2021-08-22,Europe,Belgium,,866
hCoV-19/Denmark/DCGC-160068/2021,2021-08-23,Europe,Denmark,Hovedstaden,34
hCoV-19/Denmark/DCGC-160282/2021,2021-08-23,Europe,Denmark,Hovedstaden,0
hCoV-19/Denmark/DCGC-160834/2021,2021-08-23,Europe,Denmark,Hovedstaden,34
hCoV-19/Denmark/DCGC-161305/2021,2021-08-23,Europe,Denmark,Hovedstaden,83
hCoV-19/Denmark/DCGC-161313/2021,2021-08-23,Europe,Denmark,Hovedstaden,34
hCoV-19/England/PHEC-U303UE6A/2021,2021-08-23,Europe,United Kingdom,England,46
hCoV-19/England/PHEC-U303UFD0/2021,2021-08-23,Europe,United Kingdom,England,37
hCoV-19/England/PHEC-U304U054/2021,2021-08-23,Europe,United Kingdom,England,50
hCoV-19/England/PHEC-U304U0FA/2021,2021-08-23,Europe,United Kingdom,England,27
hCoV-19/Belgium/Jessa_11-2134-000834LKO/2021,2021-08-23,Europe,Belgium,Limburg BE,86
hCoV-19/Belgium/Jessa_11-2134-000923LKO/2021,2021-08-23,Europe,Belgium,Limburg BE,442
hCoV-19/Belgium/Jessa_11-2134-001004ZOL/2021,2021-08-23,Europe,Belgium,Limburg BE,470
hCoV-19/Belgium/Jessa_11-2134-001044ZOL/2021,2021-08-23,Europe,Belgium,Limburg BE,86
hCoV-19/Gibraltar/EXP_24082021-1453054-67/2021,2021-08-23,Europe,United Kingdom,Gibraltar,851
hCoV-19/Gibraltar/EXP_24082021-1453053-69/2021,2021-08-23,Europe,United Kingdom,Gibraltar,17
hCoV-19/Spain/CT-HUGTiPM038ZM3H8/2021,2021-08-23,Europe,Spain,Catalunya,308
hCoV-19/Belgium/54820210825010/2021,2021-08-23,Europe,Belgium,Brussels,6
hCoV-19/USA/MA-CDCBI-CRSP_5ODEVCI3XFFAA4N7/2021,2021-08-23,North America,USA,Massachusetts,1970
hCoV-19/USA/MA-CDCBI-CRSP_6S6WQYUE7RKZVKA6/2021,2021-08-23,North America,USA,Massachusetts,459
hCoV-19/Germany/BW-RKI-I-209787/2021,2021-08-23,Europe,Germany,Baden-Wuerttemberg,307
hCoV-19/Germany/SN-RKI-I-213351/2021,2021-08-23,Europe,Germany,Saxony,4
hCoV-19/Germany/SN-RKI-I-213504/2021,2021-08-23,Europe,Germany,Saxony,4
hCoV-19/USA/UT-UPHL-210901256741/2021,2021-08-23,North America,USA,Utah,0
hCoV-19/Belgium/MBLGPF013650/2021,2021-08-23,Europe,Belgium,Brussels,7
hCoV-19/Belgium/MBLGPF457220/2021,2021-08-23,Europe,Belgium,Brussels,7
hCoV-19/Belgium/UZA-UA-CV2248163542/2021,2021-08-23,Europe,Belgium,Turnhout,1391
hCoV-19/Belgium/UZA-UA-MI21340133/2021,2021-08-23,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-CV2124506326/2021,2021-08-23,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-CV2125946269/2021,2021-08-23,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-CV2212176643/2021,2021-08-23,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UMONS-P02-67335-01/2021,2021-08-23,Europe,Belgium,Hainaut,866
hCoV-19/Italy/VEN-IZSVe-21RS8104-1_VI/2021,2021-08-23,Europe,Italy,Veneto,0
hCoV-19/Spain/IB-HUSE-01990/2021,2021-08-23,Europe,Spain,Balear Islands,310
hCoV-19/Belgium/ULG-18514/2021,2021-08-23,Europe,Belgium,Liège,0
hCoV-19/Belgium/ULG-18768/2021,2021-08-23,Europe,Belgium,Brussels,886
hCoV-19/Sweden/8338888103/2021,2021-08-23,Europe,Sweden,Stockholm,0
hCoV-19/Italy/VEN-IZSVe-21RS8101-9_VR/2021,2021-08-23,Europe,Italy,Veneto,9
hCoV-19/Italy/VEN-IZSVe-21RS8099-1_VR/2021,2021-08-23,Europe,Italy,Veneto,0
hCoV-19/Italy/VEN-IZSVe-21RS8099-3_VR/2021,2021-08-23,Europe,Italy,Veneto,7
hCoV-19/Italy/VEN-IZSVe-21RS8095-16_PD/2021,2021-08-23,Europe,Italy,Veneto,0
hCoV-19/Switzerland/AG-UZH-IMV-3ba4eed7/2021,2021-08-23,Europe,Switzerland,Aargau,10
hCoV-19/Germany/NW-RKI-I-217215/2021,2021-08-23,Europe,Germany,North Rhine Westphalia,17
hCoV-19/Germany/SH-RKI-I-218136/2021,2021-08-23,Europe,Germany,Schleswig-Holstein,0
hCoV-19/Germany/HE-RKI-I-221514/2021,2021-08-23,Europe,Germany,Hesse,74
hCoV-19/Germany/BE-RKI-I-222369/2021,2021-08-23,Europe,Germany,Berlin,5
hCoV-19/Belgium/ZNA_21657948/2021,2021-08-23,Europe,Belgium,Antwerpen,75
hCoV-19/Denmark/DCGC-161768/2021,2021-08-24,Europe,Denmark,Hovedstaden,307
hCoV-19/Denmark/DCGC-161801/2021,2021-08-24,Europe,Denmark,Hovedstaden,546
hCoV-19/Denmark/DCGC-161808/2021,2021-08-24,Europe,Denmark,Hovedstaden,0
hCoV-19/Denmark/DCGC-161936/2021,2021-08-24,Europe,Denmark,Hovedstaden,0
hCoV-19/Denmark/DCGC-162044/2021,2021-08-24,Europe,Denmark,Hovedstaden,569
hCoV-19/Denmark/DCGC-162197/2021,2021-08-24,Europe,Denmark,Midtjylland,1766
hCoV-19/England/PHEC-U304UD3F/2021,2021-08-24,Europe,United Kingdom,England,22
hCoV-19/Denmark/DCGC-162871/2021,2021-08-24,Europe,Denmark,Midtjylland,0
hCoV-19/England/MILK-1C8CC18/2021,2021-08-24,Europe,United Kingdom,England,0
hCoV-19/USA/MA-CDCBI-CRSP_M2V7HCGCWKKK6VTP/2021,2021-08-24,North America,USA,Massachusetts,884
hCoV-19/USA/MA-CDCBI-CRSP_V25QNLFTY4CKM6PT/2021,2021-08-24,North America,USA,Massachusetts,795
hCoV-19/Italy/PIE-15860190/2021,2021-08-24,Europe,Italy,Piedmont,47
hCoV-19/Italy/PIE-15860175/2021,2021-08-24,Europe,Italy,Piedmont,99
hCoV-19/Germany/NW-RKI-I-211656/2021,2021-08-24,Europe,Germany,North Rhine Westphalia,215
hCoV-19/Germany/NW-RKI-I-211658/2021,2021-08-24,Europe,Germany,North Rhine Westphalia,1236
hCoV-19/Germany/NW-RKI-I-211857/2021,2021-08-24,Europe,Germany,North Rhine Westphalia,474
hCoV-19/Germany/BY-RKI-I-211861/2021,2021-08-24,Europe,Germany,Bavaria,0
hCoV-19/Germany/RP-RKI-I-211864/2021,2021-08-24,Europe,Germany,Rheinland-Pfalz,46
hCoV-19/Germany/BY-RKI-I-211907/2021,2021-08-24,Europe,Germany,Bavaria,99
hCoV-19/Germany/NW-RKI-I-211995/2021,2021-08-24,Europe,Germany,North Rhine Westphalia,266
hCoV-19/Germany/NW-RKI-I-213184/2021,2021-08-24,Europe,Germany,North Rhine Westphalia,0
hCoV-19/Germany/NW-RKI-I-213617/2021,2021-08-24,Europe,Germany,North Rhine Westphalia,0
hCoV-19/Germany/NW-RKI-I-213628/2021,2021-08-24,Europe,Germany,North Rhine Westphalia,0
hCoV-19/Belgium/UZB_548202108301/2021,2021-08-24,Europe,Belgium,Brussels,6
hCoV-19/Belgium/UZB_548202108303/2021,2021-08-24,Europe,Belgium,Brussels,8
hCoV-19/Belgium/UZA-UA-CV1008841527/2021,2021-08-24,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-CV1008897404/2021,2021-08-24,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-CV2210954140/2021,2021-08-24,Europe,Belgium,Antwerpen,6
hCoV-19/Belgium/UZA-UA-CV2212136732/2021,2021-08-24,Europe,Belgium,Antwerpen,0
hCoV-19/Switzerland/GE-HUG-35152740/2021,2021-08-24,Europe,Switzerland,Geneva,0
hCoV-19/Sweden/01_SE100_21CS103108/2021,2021-08-24,Europe,Sweden,Stockholm,172
hCoV-19/Sweden/01_SE100_21CS103128/2021,2021-08-24,Europe,Sweden,Stockholm,34
hCoV-19/England/NEWC-1C94697/2021,2021-08-24,Europe,United Kingdom,England,0
hCoV-19/Italy/VEN-IZSVe-21RS8092-9_VI/2021,2021-08-24,Europe,Italy,Veneto,7
hCoV-19/Spain/IB-HUSE-01933/2021,2021-08-24,Europe,Spain,Balear Islands,626
hCoV-19/Spain/IB-HUSE-01950/2021,2021-08-24,Europe,Spain,Balear Islands,502
hCoV-19/Spain/IB-HUSE-01958/2021,2021-08-24,Europe,Spain,Balear Islands,539
hCoV-19/Belgium/ULG-18674/2021,2021-08-24,Europe,Belgium,Brussels,0
hCoV-19/Belgium/ULG-18787/2021,2021-08-24,Europe,Belgium,Brussels,0
hCoV-19/Belgium/ULG-18794/2021,2021-08-24,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/ULG-18805/2021,2021-08-24,Europe,Belgium,Brussels,0
hCoV-19/Belgium/ULG-18814/2021,2021-08-24,Europe,Belgium,Brussels,0
hCoV-19/Belgium/ULG-18786/2021,2021-08-24,Europe,Belgium,Brussels,886
hCoV-19/Sweden/6053649924/2021,2021-08-24,Europe,Sweden,Stockholm,0
hCoV-19/Sweden/4349457731/2021,2021-08-24,Europe,Sweden,Stockholm,0
hCoV-19/Italy/ABR-IZSGC-302032/2021,2021-08-24,Europe,Italy,Abruzzo,10
hCoV-19/Spain/CT-HUB01925/2021,2021-08-24,Europe,Spain,Catalunya,0
hCoV-19/Spain/CT-HUB01927/2021,2021-08-24,Europe,Spain,Catalunya,0
hCoV-19/Germany/NW-RKI-I-217209/2021,2021-08-24,Europe,Germany,North Rhine Westphalia,15
hCoV-19/Germany/NW-RKI-I-217220/2021,2021-08-24,Europe,Germany,North Rhine Westphalia,3
hCoV-19/Germany/NW-RKI-I-217234/2021,2021-08-24,Europe,Germany,North Rhine Westphalia,7
hCoV-19/Germany/NW-RKI-I-217250/2021,2021-08-24,Europe,Germany,North Rhine Westphalia,5
hCoV-19/Germany/NW-RKI-I-217276/2021,2021-08-24,Europe,Germany,North Rhine Westphalia,124
hCoV-19/Germany/NW-RKI-I-217345/2021,2021-08-24,Europe,Germany,North Rhine Westphalia,182
hCoV-19/Germany/NW-RKI-I-217364/2021,2021-08-24,Europe,Germany,North Rhine Westphalia,259
hCoV-19/Germany/SN-RKI-I-217759/2021,2021-08-24,Europe,Germany,Saxony,3
hCoV-19/Germany/NW-RKI-I-218334/2021,2021-08-24,Europe,Germany,North Rhine Westphalia,505
hCoV-19/Germany/NW-RKI-I-219121/2021,2021-08-24,Europe,Germany,North Rhine Westphalia,19
hCoV-19/Belgium/ZNA_21661750/2021,2021-08-24,Europe,Belgium,Antwerpen,184
hCoV-19/Belgium/AZDelta-11365-2133R/2021,2021-08-25,Europe,Belgium,Roeselare,64
hCoV-19/Denmark/DCGC-162421/2021,2021-08-25,Europe,Denmark,Hovedstaden,0
hCoV-19/England/MILK-1C8B6DF/2021,2021-08-25,Europe,United Kingdom,England,91
hCoV-19/Belgium/CHUNamur13570369/2021,2021-08-25,Europe,Belgium,Brussels,866
hCoV-19/Belgium/CHUNamur13570336/2021,2021-08-25,Europe,Belgium,Brussels,1123
hCoV-19/Italy/APU-IZSPB-2866PT/2021,2021-08-25,Europe,Italy,Apulia,0
hCoV-19/Italy/CAM-TIGEM-IZSM-COLLI-18998/2021,2021-08-25,Europe,Italy,Campania,18
hCoV-19/Belgium/Jessa_55-2134-000292/2021,2021-08-25,Europe,Belgium,Limburg BE,295
hCoV-19/Germany/NW-RKI-I-214178/2021,2021-08-25,Europe,Germany,North Rhine Westphalia,146
hCoV-19/Germany/BW-RKI-I-214528/2021,2021-08-25,Europe,Germany,Baden-Wuerttemberg,41
hCoV-19/Denmark/DCGC-164958/2021,2021-08-25,Europe,Denmark,Midtjylland,0
hCoV-19/USA/MA-CDCBI-CRSP_3ZIOEGNKINYWCUMN/2021,2021-08-25,North America,USA,Massachusetts,218
hCoV-19/USA/MA-CDCBI-CRSP_NF3THDNBYT2CDCJJ/2021,2021-08-25,North America,USA,Massachusetts,219
hCoV-19/USA/NH-CDCBI-CRSP_JIGPL2JCBLT7PARJ/2021,2021-08-25,North America,USA,New Hampshire,16
hCoV-19/USA/MA-CDCBI-CRSP_ZWVLIAIYQWZA73CC/2021,2021-08-25,North America,USA,Massachusetts,695
hCoV-19/Belgium/UZB_548202108304/2021,2021-08-25,Europe,Belgium,Brussels,3
hCoV-19/Belgium/UZA-UA-CV2059223104/2021,2021-08-25,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-CV2125719230/2021,2021-08-25,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-CV2126074894/2021,2021-08-25,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-CV2126096217/2021,2021-08-25,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-CV2127123306/2021,2021-08-25,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-CV2127132804/2021,2021-08-25,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-CV2212657401/2021,2021-08-25,Europe,Belgium,Antwerpen,0
hCoV-19/USA/UT-UPHL-210902635529/2021,2021-08-25,North America,USA,Utah,560
hCoV-19/Belgium/ULG-18817/2021,2021-08-25,Europe,Belgium,Brussels,231
hCoV-19/Spain/CT-HUVH-E04519/2021,2021-08-25,Europe,Spain,Catalunya,268
hCoV-19/Sweden/10102118/2021,2021-08-25,Europe,Sweden,Stockholm,0
hCoV-19/Sweden/20635426P/2021,2021-08-25,Europe,Sweden,Blekinge,62
hCoV-19/Belgium/ULG-18938/2021,2021-08-25,Europe,Belgium,Brussels,0
hCoV-19/Belgium/UZA-UA-CV1007372884/2021,2021-08-25,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-CV1007368339/2021,2021-08-25,Europe,Belgium,Antwerpen,11
hCoV-19/Belgium/UZA-UA-CV1009680676/2021,2021-08-25,Europe,Belgium,Antwerpen,0
hCoV-19/France/PAC-CHUNICE-2108250869/2021,2021-08-25,Europe,France,Provence-Alpes-Cote-d Azur,0
hCoV-19/Germany/NW-RKI-I-217261/2021,2021-08-25,Europe,Germany,North Rhine Westphalia,112
hCoV-19/Germany/NW-RKI-I-217339/2021,2021-08-25,Europe,Germany,North Rhine Westphalia,236
hCoV-19/Germany/NW-RKI-I-217397/2021,2021-08-25,Europe,Germany,North Rhine Westphalia,301
hCoV-19/Germany/NW-RKI-I-218733/2021,2021-08-25,Europe,Germany,North Rhine Westphalia,164
hCoV-19/Germany/SN-RKI-I-222297/2021,2021-08-25,Europe,Germany,Saxony,5
hCoV-19/Germany/NW-RKI-I-222859/2021,2021-08-25,Europe,Germany,North Rhine Westphalia,205
hCoV-19/Belgium/AZDelta-02712-2134R/2021,2021-08-26,Europe,Belgium,Kortrijk,153
hCoV-19/Belgium/AZDelta-03456-2134R/2021,2021-08-26,Europe,Belgium,Kortrijk,342
hCoV-19/Italy/LOM-665595_20210826075800/2021,2021-08-26,Europe,Italy,Lombardy,0
hCoV-19/Belgium/Jessa_11-2134-004458ZOL/2021,2021-08-26,Europe,Belgium,Limburg BE,459
hCoV-19/Belgium/Jessa_11-2134-004319/2021,2021-08-26,Europe,Belgium,Limburg BE,132
hCoV-19/Belgium/Jessa_11-2134-004346/2021,2021-08-26,Europe,Belgium,Limburg BE,314
hCoV-19/Belgium/Jessa_11-2134-004445ZOL/2021,2021-08-26,Europe,Belgium,Limburg BE,253
hCoV-19/Denmark/DCGC-164122/2021,2021-08-26,Europe,Denmark,Hovedstaden,36
hCoV-19/Belgium/Jessa_11-2134-004223LKO/2021,2021-08-26,Europe,Belgium,Limburg BE,184
hCoV-19/Belgium/Jessa_11-2134-004238LKO/2021,2021-08-26,Europe,Belgium,Limburg BE,132
hCoV-19/Belgium/Jessa_11-2134-004245LKO/2021,2021-08-26,Europe,Belgium,Limburg BE,42
hCoV-19/Germany/NW-RKI-I-215345/2021,2021-08-26,Europe,Germany,North Rhine Westphalia,24
hCoV-19/Germany/NW-RKI-I-215405/2021,2021-08-26,Europe,Germany,North Rhine Westphalia,259
hCoV-19/Germany/NW-RKI-I-215499/2021,2021-08-26,Europe,Germany,North Rhine Westphalia,106
hCoV-19/Germany/NW-RKI-I-215734/2021,2021-08-26,Europe,Germany,North Rhine Westphalia,259
hCoV-19/Norway/Ahus-1428/2021,2021-08-26,Europe,Norway,Viken,569
hCoV-19/USA/MA-CDCBI-CRSP_LNPEPRW22NZ7Q3NO/2021,2021-08-26,North America,USA,Massachusetts,274
hCoV-19/Hong Kong/VM21037850/2021,2021-08-26,Asia,Hong Kong,,436
hCoV-19/Italy/PIE-15859590/2021,2021-08-26,Europe,Italy,Piedmont,167
hCoV-19/Italy/PIE-15859507/2021,2021-08-26,Europe,Italy,Piedmont,130
hCoV-19/USA/MA-CDCBI-CRSP_JLOUPHSTHFPQFEGC/2021,2021-08-26,North America,USA,Massachusetts,331
hCoV-19/USA/MA-CDCBI-CRSP_VDFANV6ZH3KPRGZM/2021,2021-08-26,North America,USA,Massachusetts,0
hCoV-19/Netherlands/FL-UMCG-MMB_2702/2021,2021-08-26,Europe,Netherlands,Flevoland,0
hCoV-19/England/BRBR-1CC70F7/2021,2021-08-26,Europe,United Kingdom,England,0
hCoV-19/Spain/IB-HUSE-01980/2021,2021-08-26,Europe,Spain,Balear Islands,181
hCoV-19/Spain/CT-HUVH-E14141/2021,2021-08-26,Europe,Spain,Catalunya,460
hCoV-19/Sweden/10102815/2021,2021-08-26,Europe,Sweden,Stockholm,0
hCoV-19/Belgium/Briant-12114591801/2021,2021-08-26,Europe,Belgium,Antwerpen,573
hCoV-19/Spain/CT-HUB01988/2021,2021-08-26,Europe,Spain,Catalunya,0
hCoV-19/Belgium/UZA-UA-CV2213688126/2021,2021-08-26,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-CV2213255868/2021,2021-08-26,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-CV2213343572/2021,2021-08-26,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-CV2212666693/2021,2021-08-26,Europe,Belgium,Antwerpen,0
hCoV-19/USA/WA-CDC-UW21082658669/2021,2021-08-26,North America,USA,Washington,555
hCoV-19/Germany/NW-RKI-I-219110/2021,2021-08-26,Europe,Germany,North Rhine Westphalia,28
hCoV-19/Germany/NW-RKI-I-219151/2021,2021-08-26,Europe,Germany,North Rhine Westphalia,2
hCoV-19/Germany/NW-RKI-I-220069/2021,2021-08-26,Europe,Germany,North Rhine Westphalia,769
hCoV-19/Germany/NW-RKI-I-222230/2021,2021-08-26,Europe,Germany,North Rhine Westphalia,36
hCoV-19/Germany/SN-RKI-I-222789/2021,2021-08-26,Europe,Germany,Saxony,6
hCoV-19/Germany/SN-RKI-I-222860/2021,2021-08-26,Europe,Germany,Saxony,5
hCoV-19/Belgium/UZA-UA-1815628060/2021,2021-08-26,Europe,Belgium,Gent,2
hCoV-19/Belgium/UZA-UA-8814981220/2021,2021-08-26,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/ULG-19063/2021,2021-08-26,Europe,Belgium,Liège,0
hCoV-19/Belgium/ULG-19068/2021,2021-08-26,Europe,Belgium,Brussels,0
hCoV-19/England/PHEC-U305U572/2021,2021-08-27,Europe,United Kingdom,England,24
hCoV-19/England/PHEC-U306U7F3/2021,2021-08-27,Europe,United Kingdom,England,41
hCoV-19/England/PHEC-U306U92A/2021,2021-08-27,Europe,United Kingdom,England,49
hCoV-19/England/PHEC-U306U9FD/2021,2021-08-27,Europe,United Kingdom,England,44
hCoV-19/England/PHEC-U306UFBF/2021,2021-08-27,Europe,United Kingdom,England,27
hCoV-19/Belgium/AZDelta-04187-2134R/2021,2021-08-27,Europe,Belgium,Kortrijk,99
